SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,AvgCharges,Churn
0,0,0,1,2,1,2,2,0,0,2,2,1,1,2,102.29605263157895,0
0,1,1,1,2,0,2,2,2,2,0,0,2,1,1,71.14714285714285,0
0,0,0,1,2,1,0,0,2,0,2,0,0,1,2,84.77857142857144,1
0,0,0,1,0,0,0,0,2,2,2,2,2,0,3,74.6872340425532,0
0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,54.675000000000004,0
1,1,0,1,0,0,0,2,0,0,0,2,0,1,2,62.967499999999994,0
0,1,0,1,2,0,2,2,0,2,2,2,2,0,2,83.91439393939395,0
0,1,0,1,0,2,1,1,1,1,1,1,0,1,1,22.723333333333336,0
0,0,0,1,0,2,1,1,1,1,1,1,2,1,0,20.10595238095238,0
0,1,0,1,2,1,2,0,0,0,0,0,0,0,2,79.35000000000001,0
0,0,0,1,2,1,0,2,0,2,2,2,1,1,1,102.10810810810811,0
0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,50.97083333333333,0
0,1,0,1,0,1,0,2,0,0,2,2,1,1,0,91.84811320754717,1
0,0,0,1,2,2,1,1,1,1,1,1,2,0,3,25.084166666666665,0
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,25.991666666666667,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,74.9,1
0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,64.73333333333333,0
0,0,1,1,0,0,0,0,0,2,2,2,0,1,1,63.49444444444445,0
0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,80.25,1
0,1,0,1,2,1,2,2,2,0,0,0,1,1,2,93.82053571428571,0
0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,67.62647058823529,1
0,1,1,1,2,0,0,0,0,2,0,2,0,1,2,67.34545454545454,1
0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,74.47857142857143,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,20.473188405797103,0
0,0,0,1,2,1,0,0,0,0,0,2,0,1,0,80.65526315789474,1
0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,83.35000000000001,1
0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,20.196296296296296,0
0,1,0,1,2,2,1,1,1,1,1,1,1,1,1,23.335483870967742,0
0,0,0,1,2,1,0,2,0,0,2,0,0,1,1,95.10625,1
0,1,1,1,2,0,0,0,0,0,2,2,0,1,1,69.36209677419355,0
0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,65.36470588235295,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,21.12222222222222,0
0,1,1,1,0,0,2,0,2,2,2,0,2,0,3,69.49609375,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,71.675,1
0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,1
0,1,0,0,1,0,0,0,0,2,2,2,0,1,2,50.6375,1
0,1,0,1,2,2,1,1,1,1,1,1,2,0,0,25.41736111111111,0
0,0,0,1,2,1,2,2,2,0,0,0,1,0,0,94.02166666666668,0
0,1,0,1,2,1,2,0,0,0,2,2,0,1,3,98.92551020408165,0
0,1,0,1,2,0,2,0,2,2,0,2,2,0,1,77.52950819672131,0
0,1,1,1,2,1,0,2,0,0,2,0,0,0,2,85.47765957446808,0
0,0,0,1,0,0,2,0,2,0,0,2,0,0,1,69.92999999999999,0
0,1,1,1,0,1,0,0,0,0,2,0,0,0,2,75.42058823529412,1
0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,24.084285714285716,0
0,0,1,1,0,1,2,2,0,2,2,2,1,1,2,107.90092592592592,0
1,1,0,1,2,1,0,2,2,2,2,0,1,1,3,99.4516393442623,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,76.13333333333334,1
0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,20.784615384615385,0
1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,95.575,1
0,1,1,1,0,0,0,2,0,0,2,0,0,1,1,56.199999999999996,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,21.454,0
0,0,0,1,2,0,2,0,0,0,0,2,0,1,3,62.94833333333334,0
0,1,0,0,1,0,2,0,0,0,0,0,0,0,2,29.969047619047622,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,45.3,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,19.28666666666667,1
1,1,0,1,0,1,0,0,0,0,2,2,0,1,2,92.05434782608695,0
0,1,1,1,2,1,2,2,0,0,2,2,0,1,2,105.1311111111111,0
0,1,1,1,2,1,0,2,2,0,0,0,1,0,0,84.71041666666666,0
0,0,0,1,2,1,0,0,0,2,2,0,0,0,2,89.81363636363636,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,45.05,1
0,1,0,1,2,1,0,0,2,2,2,2,2,0,0,102.57767857142858,0
0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,75.8,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,19.45,0
0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,74.73571428571428,1
1,1,0,1,0,1,0,0,2,2,2,0,2,0,1,87.36909090909091,0
0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,29.525,1
0,1,1,1,2,0,2,0,2,2,2,2,2,1,1,84.87152777777777,0
1,0,0,0,1,0,0,0,0,0,0,2,1,0,2,35.48,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,22.25957446808511,0
1,0,0,1,0,1,0,2,0,0,2,2,1,0,1,96.17826086956521,1
0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,46.375,0
0,1,0,1,0,1,2,0,0,2,0,0,0,1,2,97.275,0
0,1,0,1,0,0,0,2,0,0,0,0,0,1,2,51.00833333333333,0
1,1,0,1,2,1,0,2,0,0,0,2,0,1,0,90.11176470588236,1
0,1,1,1,0,1,0,0,0,2,2,2,2,1,1,96.69130434782609,0
1,0,1,1,0,1,2,0,0,0,2,2,1,0,1,94.00535714285715,0
1,0,0,1,2,1,2,0,0,0,0,0,0,1,2,75.925,0
0,1,0,1,2,0,0,2,2,2,2,0,2,1,0,75.29375,0
0,1,0,1,2,1,2,2,2,0,2,2,1,1,2,109.28898305084746,1
0,1,1,1,2,1,2,2,2,2,2,2,2,0,0,115.46854838709677,0
0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,24.99206349206349,0
0,0,0,0,1,0,2,2,2,2,2,0,1,1,2,54.32452830188679,0
0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,17.21,0
1,1,0,1,2,1,2,2,2,0,0,0,0,1,2,84.88673469387754,0
0,1,1,1,2,1,2,0,0,0,2,2,2,1,0,107.07016129032259,0
0,1,0,1,0,0,2,2,0,2,0,0,2,0,3,56.582727272727276,0
1,1,0,1,0,1,2,2,2,2,2,0,2,1,2,100.96126760563381,0
0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,18.42013888888889,0
0,1,1,0,1,0,2,0,2,2,2,2,1,0,1,62.07083333333334,0
0,1,0,1,0,2,1,1,1,1,1,1,1,1,0,19.805999999999997,0
1,1,0,1,2,1,2,2,2,2,2,2,2,1,0,115.52708333333334,0
0,0,0,1,0,2,1,1,1,1,1,1,1,1,0,18.883333333333333,0
0,0,0,1,0,0,0,0,0,0,2,2,0,1,3,62.8,0
0,1,0,1,2,1,2,0,2,0,2,2,2,1,2,104.77777777777777,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.139830508474578,0
1,1,0,1,0,1,0,0,0,0,2,2,0,1,2,96.67142857142858,1
0,0,0,1,0,0,0,0,2,2,2,2,1,0,1,74.1,0
0,1,1,1,2,1,0,2,2,2,2,2,0,1,2,108.08333333333333,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,19.37734375,0
0,0,0,1,2,0,2,2,2,2,0,0,1,0,0,65.25952380952381,0
1,1,0,1,2,0,2,2,2,0,2,2,2,0,1,81.94236111111111,0
0,1,0,1,0,1,2,0,0,0,0,0,0,0,2,79.11875,1
0,0,0,1,2,0,0,2,2,2,2,2,2,0,0,83.76129032258065,0
0,1,1,1,2,1,0,2,2,2,2,2,2,1,0,112.4,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,45.15833333333333,1
0,1,1,1,2,0,2,0,0,2,2,2,2,1,0,78.00285714285714,0
1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,80.71000000000001,0
0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,80.5,0
0,1,1,0,1,0,2,2,2,0,2,2,1,0,2,56.989583333333336,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,43.97272727272727,1
0,1,0,1,2,1,0,2,2,2,2,2,2,1,1,110.58611111111111,0
0,1,1,1,0,0,2,2,0,2,0,0,2,1,1,57.73939393939394,0
0,1,1,1,0,0,2,0,2,2,2,2,2,1,3,78.52444444444444,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,20.244927536231884,0
1,1,0,1,2,1,0,0,0,0,0,2,0,1,0,89.70333333333333,1
0,0,0,1,0,0,0,0,2,0,2,0,0,1,0,58.801785714285714,0
0,0,0,1,2,1,2,2,2,2,2,2,1,0,1,116.10857142857144,1
0,0,0,1,0,0,2,2,2,2,0,2,1,1,3,74.44861111111112,0
1,0,0,1,2,1,0,0,0,0,2,0,0,1,2,80.0625,1
0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,86.32777777777778,1
0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,94.33970588235294,1
0,1,1,0,1,0,0,2,2,0,0,2,1,1,1,48.786904761904765,0
0,0,0,1,2,0,2,0,0,2,0,2,1,1,0,75.60833333333333,0
0,1,0,1,2,1,0,2,2,2,2,2,0,1,2,109.03297872340426,1
0,1,1,1,2,1,0,2,2,2,0,0,1,1,2,89.08846153846153,1
0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,18.39090909090909,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,21.071428571428573,0
0,0,0,1,2,2,1,1,1,1,1,1,0,0,3,28.78333333333333,0
0,0,0,1,0,0,2,0,2,0,0,2,0,1,2,72.375,0
0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,1
0,1,1,1,0,1,2,2,2,0,0,2,1,0,3,97.8609375,0
0,1,1,1,0,0,2,2,2,2,0,0,1,1,0,65.47166666666666,0
0,1,0,1,0,2,1,1,1,1,1,1,0,1,0,18.775,0
0,1,0,1,2,2,1,1,1,1,1,1,2,1,0,24.086619718309862,0
0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.0875,1
1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.25,1
0,1,1,0,1,0,2,2,0,2,2,0,1,1,0,50.03720930232558,0
0,1,0,1,2,1,0,0,2,0,2,2,1,1,0,101.035593220339,1
0,1,0,1,0,0,0,0,2,2,0,0,0,0,2,53.11086956521739,0
0,1,0,1,0,2,1,1,1,1,1,1,2,0,0,20.78402777777778,0
0,1,0,1,0,0,2,0,0,2,0,0,1,1,1,58.73636363636364,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,25.15,0
0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,24.827536231884057,0
0,0,0,0,1,0,2,0,0,2,0,0,1,1,3,34.978,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,25.2,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,48.225,1
0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,74.30333333333333,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,19.648387096774194,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.15,1
0,1,0,1,2,1,0,2,2,0,2,2,0,1,1,108.07954545454545,1
0,1,1,0,1,0,2,2,2,2,2,0,2,0,1,56.05,0
0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,56.48333333333333,1
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,17.7,0
0,1,1,1,0,0,2,0,2,0,2,2,1,1,1,73.26015625,0
0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,20.10892857142857,0
0,1,0,1,2,1,0,0,2,0,2,2,1,1,1,105.0,0
0,1,1,1,2,1,0,0,2,0,0,2,0,1,2,89.89999999999999,1
0,0,0,1,0,2,1,1,1,1,1,1,2,1,3,19.657894736842106,0
0,1,0,1,0,1,0,0,0,0,2,0,0,1,2,85.72,1
0,1,0,0,1,0,0,2,0,0,2,2,0,1,2,50.0656862745098,0
0,1,0,1,2,0,2,2,2,0,0,0,2,0,3,64.52014925373135,0
0,1,1,1,0,2,1,1,1,1,1,1,0,1,2,22.8,0
0,1,1,0,1,0,2,0,2,2,2,2,2,0,0,63.181250000000006,0
0,1,1,1,0,2,1,1,1,1,1,1,1,1,2,20.598484848484848,0
0,0,0,1,2,1,0,0,0,2,2,0,0,1,2,91.07222222222222,1
0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,19.87222222222222,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,70.42777777777778,0
0,1,0,1,2,1,2,2,2,0,2,2,0,1,0,110.73125,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,73.55,0
0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,98.87777777777778,1
1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,99.23076923076923,1
0,0,0,1,2,1,0,2,0,0,0,0,0,0,2,82.5125,1
0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,59.4875,1
0,1,0,1,2,0,2,2,2,2,2,2,2,0,0,89.92222222222222,0
0,1,1,1,0,0,2,2,2,2,2,2,2,0,1,86.70490196078431,0
0,1,0,0,1,0,0,2,0,0,0,2,0,1,0,41.57118644067796,1
0,1,0,1,2,1,0,0,0,0,2,0,0,1,2,81.385,1
1,1,0,1,2,1,0,2,0,0,0,0,0,1,2,80.40737704918034,0
0,0,0,1,0,1,2,0,2,2,0,0,1,0,2,83.03796296296296,0
0,0,0,1,2,0,2,2,0,0,0,0,0,1,3,61.631818181818176,0
0,0,0,1,0,2,1,1,1,1,1,1,2,1,0,19.933333333333334,0
1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,79.2,1
0,0,0,1,0,1,0,2,0,0,2,2,0,0,3,95.34347826086957,0
0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.85,0
0,1,1,1,0,0,2,2,2,2,2,2,2,1,3,85.73444444444445,0
0,1,1,1,0,2,1,1,1,1,1,1,2,1,0,21.91794871794872,0
0,0,0,1,0,0,0,0,2,0,2,2,1,1,3,69.47999999999999,1
0,1,1,1,2,0,2,2,2,2,2,0,2,0,0,80.76597222222222,0
0,1,1,1,2,0,0,2,0,0,2,0,0,1,0,68.45517241379311,0
0,0,0,0,1,0,2,2,2,2,0,0,2,1,0,43.68785714285715,0
0,1,1,1,0,1,0,2,0,2,2,2,1,1,0,100.74098360655738,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,64.6,0
0,1,1,1,2,2,1,1,1,1,1,1,1,0,3,25.345652173913045,0
0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,49.95,1
0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,70.63636363636364,1
0,0,0,1,0,1,2,0,2,2,2,2,2,1,1,102.171875,0
0,0,0,1,2,0,0,2,2,2,2,2,2,0,1,88.00859375,0
0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,22.822916666666668,0
0,1,1,1,0,0,0,0,2,0,2,0,0,1,1,61.7125,0
1,1,0,1,2,1,0,2,2,0,0,2,0,1,2,94.63382352941177,1
0,1,1,1,0,0,2,2,2,0,0,2,2,0,1,67.89166666666667,0
0,1,0,1,2,1,0,2,2,0,0,0,0,1,2,84.14655172413794,0
0,1,1,1,0,2,1,1,1,1,1,1,1,0,1,18.804545454545455,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.35,0
0,1,1,1,2,1,0,2,2,2,2,2,1,1,2,110.33790322580644,0
0,1,0,1,2,0,0,0,2,0,2,2,1,1,2,73.19999999999999,1
0,0,0,1,2,1,0,0,2,0,2,2,1,1,1,97.721875,1
0,0,0,1,0,1,0,0,2,0,0,2,0,1,1,79.9,0
0,0,0,1,2,1,2,0,0,2,0,0,0,1,2,80.75208333333333,0
0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,21.035714285714285,0
0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.433333333333334,0
1,0,0,1,0,1,0,2,2,0,2,2,0,1,1,110.7125,1
0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,30.72222222222222,1
0,0,0,1,0,0,0,0,0,0,2,2,0,1,2,68.30625,0
0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,22.774285714285714,0
0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,76.0,1
0,0,1,1,2,2,1,1,1,1,1,1,2,1,1,25.36060606060606,0
0,0,1,0,1,0,2,0,0,2,0,2,2,1,3,42.93125,0
0,1,0,1,2,1,2,0,2,0,2,2,1,1,1,104.39788732394366,0
0,1,1,1,2,1,0,0,2,0,0,2,0,1,0,93.93023255813954,0
1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,85.425,1
1,0,0,1,0,1,0,2,2,0,2,2,0,1,0,101.67586206896551,0
0,1,0,1,0,1,0,0,2,0,2,0,0,1,2,87.22666666666667,1
0,1,1,1,2,1,2,2,2,2,0,0,2,0,1,93.51923076923077,0
0,0,0,1,2,1,0,0,2,2,2,0,0,0,2,97.66285714285713,0
0,0,0,1,0,1,2,2,0,0,2,2,1,1,1,103.184375,0
0,1,1,0,1,0,0,0,2,2,2,2,2,1,1,54.601724137931036,0
1,0,0,1,0,0,0,2,0,0,0,0,0,1,1,48.09722222222222,0
0,1,1,1,2,1,0,2,0,0,0,2,0,1,0,95.12089552238807,0
0,1,1,1,0,2,1,1,1,1,1,1,2,1,3,18.683333333333334,0
0,1,0,1,2,1,0,2,0,0,2,2,0,1,2,99.7625,0
1,0,0,1,2,1,0,0,0,0,0,2,0,1,1,81.38888888888889,1
0,1,1,1,2,1,2,2,2,2,2,2,2,1,1,112.415,0
0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,100.27,1
0,0,1,1,0,2,1,1,1,1,1,1,1,0,3,19.514583333333334,0
0,1,0,1,0,0,0,0,2,2,2,2,0,1,2,61.78333333333333,0
1,1,0,1,2,1,2,2,2,2,0,0,1,1,2,92.74929577464789,0
1,0,0,1,0,1,0,0,2,0,0,0,0,0,2,70.96363636363637,0
0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,50.45,1
0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,24.183333333333334,0
0,0,0,1,2,2,1,1,1,1,1,1,1,0,1,26.754347826086956,0
0,1,0,1,2,0,0,0,0,2,2,0,1,1,0,67.63255813953488,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,21.14,0
0,1,0,1,0,0,2,2,0,2,2,0,0,1,3,65.98333333333333,0
0,0,0,1,2,1,0,0,0,2,2,2,0,1,3,94.39583333333333,1
1,1,0,1,2,1,2,2,2,0,2,2,0,1,1,111.19153846153846,0
0,0,0,1,2,1,0,0,2,0,2,0,0,1,2,96.8,1
0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,47.827777777777776,0
0,0,0,1,0,0,0,0,2,0,0,0,1,1,3,50.58875,0
1,0,0,1,0,1,0,0,2,0,0,0,0,1,1,69.92999999999999,1
0,1,1,1,0,2,1,1,1,1,1,1,1,0,1,19.24375,0
1,1,0,1,2,1,0,2,0,0,2,2,1,1,0,94.11724137931034,0
0,1,1,1,0,1,2,0,2,0,2,2,1,0,2,100.85480769230769,0
0,1,0,1,0,0,0,0,2,2,0,0,0,1,3,51.51666666666667,0
0,0,1,1,0,1,2,2,2,2,2,2,2,1,2,109.93048780487804,0
0,0,0,1,2,1,0,0,0,2,2,2,0,1,3,101.5975,0
0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.05,0
0,0,1,1,2,1,0,0,0,2,0,0,0,0,1,83.1125,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,20.604347826086954,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,0,17.8,0
0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.075,0
0,0,0,1,2,0,2,0,2,0,2,0,0,0,3,66.63333333333334,0
1,0,0,0,1,0,2,0,0,0,2,2,0,1,1,49.135576923076925,0
0,0,0,1,0,1,0,2,0,0,2,2,0,1,2,96.1032258064516,0
0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,22.58103448275862,0
0,1,0,1,2,1,2,2,2,2,0,2,2,1,1,106.51111111111112,0
0,1,0,1,2,1,0,2,0,0,2,2,0,1,2,95.921875,1
0,1,0,1,2,1,0,0,2,2,2,2,1,1,2,109.19404761904761,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,20.55,1
0,0,0,1,0,1,0,2,2,0,2,2,2,1,2,99.0175,0
0,0,0,1,2,1,0,2,2,0,0,0,0,1,2,84.83,1
0,1,0,1,2,1,2,0,0,2,2,0,0,0,1,101.58863636363635,0
0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,18.520833333333332,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,70.25,1
0,0,0,1,0,0,2,0,0,2,0,2,0,0,3,60.86666666666666,0
0,1,1,1,0,1,0,2,0,0,0,0,0,0,1,74.6,0
0,1,1,1,0,0,2,0,0,0,0,0,0,1,2,47.59583333333333,0
0,0,0,1,2,0,0,0,0,2,2,2,1,1,3,76.37391304347825,0
0,0,0,1,2,1,2,2,0,0,0,2,1,1,0,92.44274193548387,0
0,0,0,1,2,1,0,0,0,2,2,2,0,0,0,93.9337837837838,1
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.60625,0
0,1,0,1,2,1,0,0,2,0,2,0,0,0,1,86.55483870967741,0
0,1,1,1,2,1,0,0,0,0,0,0,0,1,1,68.98076923076923,1
0,0,0,1,2,1,0,0,2,0,2,2,0,1,2,100.30416666666667,1
0,1,1,1,2,1,0,2,2,0,0,2,0,1,0,99.03666666666666,0
1,1,0,1,2,1,0,2,0,2,2,2,2,0,1,101.4340579710145,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,18.4,0
0,1,1,1,2,1,2,2,0,0,2,2,1,1,2,107.33934426229509,1
0,0,0,1,2,1,0,2,2,0,2,2,0,1,2,106.00975609756097,1
0,0,0,0,1,0,0,0,2,0,2,2,1,1,2,51.47727272727273,0
0,0,0,0,1,0,0,0,2,2,0,0,1,0,3,33.56794871794872,0
0,1,1,0,1,0,2,2,2,2,2,2,2,1,1,66.03194444444445,0
1,0,0,1,0,1,0,0,2,0,2,2,0,1,2,95.04230769230769,0
0,1,1,1,0,0,2,2,0,2,0,2,1,1,1,69.8529411764706,0
1,1,0,1,0,1,0,2,2,0,2,2,2,1,2,101.60211267605634,0
1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,94.67954545454545,1
0,0,0,1,0,0,0,2,0,2,0,0,0,1,1,51.375,1
0,0,0,1,2,1,0,2,2,0,2,2,1,1,2,105.61428571428571,0
0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,51.25,0
0,1,1,1,0,0,2,2,0,2,0,0,1,1,3,55.77608695652174,0
1,1,0,1,2,0,0,2,2,0,2,0,1,1,0,71.80075757575759,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.55,0
1,0,0,1,2,1,0,2,0,0,2,0,0,1,2,93.46315789473684,1
0,0,0,1,0,1,2,0,2,0,0,0,0,1,0,72.33181818181818,0
0,1,1,1,0,2,1,1,1,1,1,1,1,1,3,18.125,1
0,1,1,1,2,1,2,2,2,0,0,2,0,0,0,96.02692307692307,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,20.483333333333334,0
0,1,1,1,0,1,2,2,0,0,0,0,0,1,0,78.79509803921569,0
1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,76.44333333333334,1
1,1,0,1,2,1,0,2,2,0,0,2,0,1,2,95.021875,0
0,0,0,0,1,0,0,0,2,0,0,2,0,1,1,39.96891891891892,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,18.742307692307694,0
0,1,0,1,2,0,2,0,0,0,0,0,1,1,2,53.754081632653055,0
1,0,0,1,2,1,0,0,2,0,2,2,1,1,0,105.23,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.31944444444444,0
1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,74.7,1
0,1,0,0,1,0,2,0,2,0,2,2,2,1,0,55.8014705882353,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,18.67962962962963,0
1,1,1,1,0,1,0,2,2,0,0,2,0,1,0,92.63260869565218,0
0,0,0,1,0,1,0,0,2,0,0,0,0,1,2,77.26764705882353,1
0,1,0,1,2,0,2,2,2,2,0,2,2,0,1,80.66408450704225,0
0,1,1,1,0,2,1,1,1,1,1,1,2,1,0,20.491044776119406,0
0,1,1,1,2,1,0,0,0,0,2,0,0,1,2,85.99285714285715,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,25.8,1
0,0,1,1,0,2,1,1,1,1,1,1,2,0,1,19.287301587301585,0
0,0,0,1,2,0,0,0,2,2,0,2,1,1,2,70.1719512195122,0
0,1,0,1,2,1,0,0,0,0,2,2,0,0,2,92.9235294117647,0
0,1,0,1,2,1,2,0,0,0,2,2,1,1,2,98.48125,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,19.22,0
0,0,0,0,1,0,2,2,0,0,0,2,0,1,2,36.2,1
0,1,0,1,0,2,1,1,1,1,1,1,0,1,3,18.416666666666668,0
0,0,0,1,2,0,2,2,2,2,0,0,1,0,2,66.03513513513514,0
0,0,0,1,0,0,2,2,2,0,0,2,0,1,0,67.94827586206897,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,41.925,0
0,0,0,1,2,1,0,2,2,2,2,2,0,1,1,111.15793650793651,0
0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,22.707142857142856,0
0,0,0,1,0,1,0,2,0,0,2,2,0,0,2,97.71666666666665,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,20.74652777777778,0
0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,57.54736842105264,0
0,1,0,1,0,2,1,1,1,1,1,1,2,0,0,17.92966101694915,0
0,1,1,1,0,1,0,0,2,2,0,2,0,0,1,95.025,1
0,1,1,1,2,2,1,1,1,1,1,1,0,1,2,25.215714285714284,0
0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,21.457142857142856,0
0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,73.28214285714286,1
0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,20.82536231884058,0
1,1,0,1,2,0,2,2,0,2,0,0,0,0,2,67.85714285714286,0
0,1,1,1,0,0,2,2,2,2,2,0,2,1,0,78.0891304347826,0
0,1,1,1,2,0,0,2,0,2,2,2,2,1,2,79.58541666666666,0
0,0,0,1,2,1,0,2,0,0,2,2,0,0,2,102.44375,1
0,1,1,1,0,0,2,0,0,0,0,0,0,0,2,54.275,0
0,1,1,1,0,1,0,2,2,0,0,0,0,1,1,77.71984126984128,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,19.918055555555554,0
0,0,0,1,0,2,1,1,1,1,1,1,2,1,2,20.371739130434783,0
0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,66.03,1
0,1,0,1,0,0,0,0,2,0,0,0,0,1,3,49.163333333333334,0
0,0,0,1,2,1,0,2,2,0,2,2,2,1,0,103.75396825396825,0
